Intensity_MaxHR_Pct,Duration_Hours,Training_Effectiveness
0.86,2.244,0.6111
0.848,1.351,0.7963
0.741,1.962,0.7946
0.937,2.158,0.53
0.789,2.191,0.6495
0.992,0.346,0.6086
0.854,2.607,0.4599
0.651,1.483,0.54
0.87,0.935,0.6785
0.73,0.877,0.5341
0.875,1.552,0.7192
0.628,2.683,0.5262
0.67,1.259,0.57
0.942,2.299,0.4056
0.691,0.471,0.3656
0.935,1.533,0.5683
0.712,2.977,0.5023
0.857,2.357,0.5116
0.878,0.789,0.6451
0.805,1.604,0.7894
0.722,0.854,0.6175
0.685,1.347,0.5195
0.613,2.384,0.5713
0.722,2.359,0.7169
0.861,0.839,0.6796
0.975,2.782,0.1828
0.948,1.859,0.4421
0.906,1.264,0.5915
0.915,1.605,0.6666
0.866,1.894,0.7852
0.704,1.768,0.6686
0.963,1.562,0.4554
0.868,1.614,0.6292
0.824,0.694,0.5569
0.644,2.476,0.5674
0.779,1.717,0.9099
0.784,0.567,0.5581
0.946,2.345,0.3752
0.819,2.811,0.4397
0.752,2.852,0.4917
0.991,1.233,0.5798
0.644,0.579,0.2656
0.769,1.652,0.7175
0.617,0.515,0.1519
0.896,2.815,0.2772
0.967,0.714,0.5426
0.712,0.908,0.549
0.943,1.339,0.5739
0.717,1.273,0.6527
0.964,2.425,0.361
0.902,1.478,0.6403
0.922,0.678,0.6784
0.607,0.948,0.2543
0.985,1.626,0.4604
0.891,0.613,0.5721
0.722,1.913,0.7293
0.932,1.784,0.5748
0.713,2.201,0.6836
0.949,2.826,0.1738
0.645,2.754,0.5238
0.881,2.849,0.4644
0.816,0.885,0.6492
0.639,0.568,0.2762
0.697,1.046,0.4501
0.605,2.706,0.5802
0.788,2.922,0.4635
0.721,2.606,0.6078
0.839,0.508,0.4178
0.719,2.853,0.5516
0.72,1.385,0.6349
0.897,0.226,0.5593
0.619,1.439,0.3848
0.961,0.329,0.547
0.941,1.723,0.5258
0.867,1.148,0.6677
0.837,1.526,0.7906
0.957,1.917,0.3955
0.674,2.633,0.4842
0.632,2.053,0.5977
0.696,1.415,0.566
0.918,2.494,0.3677
0.614,2.736,0.6308
0.833,0.535,0.5279
0.998,1.689,0.3782
0.942,0.997,0.5967
0.809,0.332,0.5349
0.625,2.072,0.4814
0.933,2.616,0.2975
0.84,0.656,0.5115
0.646,2.475,0.5539
0.638,2.59,0.5768
0.964,2.76,0.1581
0.868,0.943,0.6495
0.932,2.731,0.2016
0.952,1.098,0.5764
0.829,1.747,0.8652
0.807,0.341,0.4244
0.772,0.323,0.3947
0.727,2.217,0.7015
0.774,1.445,0.8749
0.91,0.918,0.5457
0.841,0.733,0.6147
0.957,2.076,0.4275
0.777,0.201,0.3964
0.843,2.456,0.4283
0.853,0.422,0.5653
0.837,0.736,0.7001
0.881,1.281,0.7224
0.695,1.558,0.6006
0.805,1.194,0.7524
0.642,1.098,0.4916
0.754,2.899,0.5559
0.795,1.996,0.8131
0.861,0.266,0.5348
0.98,1.404,0.4683
0.84,2.65,0.4714
0.897,1.044,0.6509
0.803,0.465,0.5385
0.854,2.323,0.6622
0.628,1.897,0.5843
0.702,1.797,0.6134
0.745,0.35,0.399
0.789,0.593,0.5771
0.618,1.943,0.549
0.656,0.782,0.3098
0.711,1.611,0.8476
0.989,1.726,0.3649
0.733,0.994,0.5485
0.793,2.856,0.4922
0.678,2.559,0.6882
0.844,2.223,0.6031
0.712,0.418,0.3337
0.683,0.497,0.3648
0.807,1.58,0.8403
0.602,0.65,0.1798
0.603,2.939,0.6563
0.688,0.644,0.382
0.615,1.565,0.5054
0.643,1.22,0.5044
0.736,1.99,0.7519
0.921,0.561,0.5907
0.829,1.405,0.8261
0.805,0.969,0.7255
0.717,2.686,0.5722
0.973,0.314,0.5998
0.759,2.758,0.5979
0.635,2.532,0.6486
0.847,1.033,0.64
0.646,2.41,0.5733
0.738,0.287,0.3228
0.803,2.907,0.4382
0.95,1.674,0.5457
0.797,1.049,0.7601
0.881,1.215,0.703
0.997,0.386,0.514
0.653,2.97,0.5367
0.71,0.31,0.3551
0.758,2.034,0.6184
0.769,1.44,0.8663
0.764,2.857,0.5359
0.963,0.889,0.6311
0.886,1.69,0.6899
0.843,1.551,0.7025
0.724,2.168,0.705
0.93,0.39,0.6342
0.982,0.743,0.6117
0.928,0.801,0.5572
0.601,2.267,0.5444
0.855,0.73,0.5943
0.62,1.806,0.4629
0.703,0.803,0.5079
0.624,2.613,0.5177
0.842,2.838,0.3706
0.875,1.652,0.678
0.646,1.186,0.3624
0.754,0.855,0.5991
0.782,0.339,0.5047
0.748,0.952,0.61
0.648,2.032,0.4952
0.768,1.694,0.8623
0.9,2.843,0.3876
0.628,1.31,0.3947
0.632,2.143,0.5289
0.742,1.57,0.8002
0.977,1.635,0.552
0.867,0.95,0.6483
0.871,1.474,0.6828
0.745,1.518,0.8069
0.837,2.179,0.7147
0.604,2.834,0.6122
0.854,1.122,0.7038
0.965,0.318,0.6436
0.845,1.59,0.8285
0.949,1.724,0.4783
0.89,0.672,0.5993
0.648,2.329,0.5064
0.961,2.958,0.19
0.627,2.848,0.5835
0.814,0.752,0.6003
0.657,2.651,0.5739
0.605,2.173,0.5326
0.769,1.471,0.8563
0.718,1.714,0.7545
0.794,2.579,0.5599
0.831,1.544,0.8614
0.617,1.245,0.4077
0.649,1.581,0.5106
0.823,1.822,0.7993
0.737,0.729,0.5015
0.892,2.723,0.3831
0.861,2.088,0.6432
0.938,1.973,0.4698
0.877,0.479,0.6608
0.772,1.892,0.8475
0.869,0.539,0.534
0.71,0.42,0.372
0.723,1.676,0.7411
0.916,1.328,0.6618
0.779,1.849,0.8197
0.919,0.45,0.6285
0.929,1.407,0.6259
0.943,0.689,0.5743
0.967,2.964,0.196
0.772,1.771,0.831
0.728,2.125,0.7038
0.833,1.111,0.7638
0.748,0.465,0.4271
0.84,2.932,0.3901
0.882,1.002,0.6397
0.875,1.387,0.6999
0.75,2.02,0.7005
0.667,0.269,0.1449
0.772,2.469,0.5764
0.657,1.702,0.5586
0.956,0.979,0.5743
0.738,0.373,0.3694
0.662,0.655,0.1965
0.61,2.706,0.6706
0.858,2.121,0.71
0.855,0.9,0.6933
0.736,0.384,0.4783
0.629,2.134,0.4995
0.764,1.803,0.9014
0.724,1.333,0.644
0.871,1.218,0.7393
0.842,0.807,0.5832
0.746,2.075,0.7336
0.687,2.918,0.5771
0.995,0.692,0.5622
0.782,1.872,0.8459
0.875,1.388,0.7428
0.656,1.451,0.5006
0.794,0.912,0.6429
0.611,2.51,0.6105
0.802,1.559,0.8086
0.986,1.722,0.4815
0.754,1.053,0.7321
0.616,0.709,0.153
0.612,0.441,0.2149
0.755,2.2,0.8108
0.664,0.749,0.362
0.609,2.132,0.5595
0.902,1.293,0.7231
0.783,1.364,0.7958
0.716,1.514,0.713
0.96,1.23,0.4878
0.646,0.482,0.2392
0.982,1.067,0.562
0.726,2.058,0.7339
0.955,2.064,0.474
0.841,1.001,0.6711
0.931,1.488,0.5721
0.994,0.742,0.6593
0.715,0.789,0.4765
0.984,0.265,0.6254
0.756,2.711,0.5485
0.754,0.79,0.525
0.736,0.837,0.6309
0.817,0.983,0.6831
0.662,0.557,0.2279
0.821,1.99,0.7419
0.817,0.41,0.4089
0.905,0.576,0.5461
0.933,2.005,0.445
0.776,1.151,0.7735
0.721,2.182,0.6429
0.704,1.761,0.7342
0.678,0.917,0.5077
0.623,2.022,0.5719
0.737,0.526,0.4207
0.708,1.702,0.7067
0.987,1.424,0.4116
0.823,0.95,0.6915
0.739,1.891,0.7148
0.832,2.64,0.5332
0.656,2.997,0.7128
0.778,1.902,0.8271
0.85,1.333,0.6788
0.796,0.831,0.6219
0.761,0.92,0.6371
0.998,1.542,0.4547
0.952,1.228,0.5308
0.849,2.759,0.4398
0.828,1.231,0.7212
0.848,1.246,0.7195
0.681,1.274,0.5864
0.758,2.543,0.5484
0.616,2.022,0.5507
0.79,1.92,0.733
0.817,1.136,0.8496
0.691,2.49,0.5553
0.986,0.307,0.5999
0.964,2.638,0.2512
0.889,1.636,0.6696
0.813,1.315,0.8163
0.948,1.592,0.5719
0.652,2.069,0.6261
0.916,0.236,0.5987
0.65,2.64,0.5674
0.918,1.451,0.6272
0.71,1.16,0.723
0.951,0.587,0.6233
0.978,1.431,0.456
0.66,1.59,0.5644
0.785,1.33,0.7868
0.992,2.1,0.3233
0.793,1.379,0.7576
0.945,2.892,0.1806
0.835,1.878,0.8672
0.75,2.461,0.6536
0.714,0.506,0.2545
0.681,1.312,0.627
0.905,1.143,0.7094
0.755,1.795,0.7772
0.805,2.611,0.582
0.797,0.419,0.4469
0.831,0.403,0.4967
0.946,2.581,0.3618
0.992,0.796,0.5447
0.763,2.073,0.6562
0.931,1.72,0.5638
0.906,2.532,0.3874
0.829,0.55,0.6213
0.982,0.563,0.582
0.68,1.759,0.6085
0.644,2.85,0.6378
0.942,1.362,0.5878
0.776,1.115,0.6918
0.939,1.899,0.565
0.957,2.805,0.2112
0.625,2.543,0.5727
0.953,2.987,0.1715
0.779,0.263,0.3667
0.804,0.516,0.5031
0.851,1.907,0.7412
0.971,2.498,0.2516
0.608,0.999,0.3666
0.791,0.87,0.6622
0.875,2.404,0.5516
0.889,0.358,0.5495
0.877,1.234,0.7716
0.654,1.616,0.5686
0.72,1.769,0.7292
0.743,2.24,0.6862
0.922,1.194,0.5775
0.712,1.916,0.7267
0.684,1.839,0.6399
0.983,1.733,0.4131
0.604,1.993,0.5619
0.999,0.926,0.4783
0.871,0.437,0.5311
0.931,0.534,0.6262
0.718,0.829,0.5208
0.606,1.601,0.4422
0.895,2.553,0.4205
0.934,2.164,0.4554
0.896,2.409,0.3813
0.657,1.183,0.4477
0.901,1.333,0.7566
0.908,1.302,0.6269
0.863,0.737,0.6049
0.906,0.371,0.5318
0.938,1.855,0.5144
0.845,2.97,0.3418
0.635,0.667,0.2875
0.795,0.331,0.4714
0.631,2.383,0.6033
0.763,0.907,0.577
0.763,2.523,0.5875
0.626,2.171,0.5373
0.74,2.848,0.554
0.644,1.345,0.4337
0.923,2.054,0.5536
0.979,1.502,0.5485
0.629,1.966,0.4861
0.982,1.459,0.4657
0.809,0.728,0.5837
0.72,1.622,0.858
0.631,1.68,0.4838
0.8,2.47,0.6881
0.918,2.259,0.393
0.883,2.059,0.5677
0.62,0.517,0.1577
0.629,2.218,0.5119
0.761,1.601,0.7982
0.718,2.703,0.5307
0.693,2.776,0.5223
0.712,0.354,0.386
0.921,2.498,0.4288
0.972,0.306,0.6474
0.762,1.228,0.7726
0.962,1.718,0.4908
0.729,0.615,0.4223
0.791,2.29,0.6327
0.69,0.223,0.2673
0.856,0.672,0.5456
0.992,1.826,0.3509
0.841,2.2,0.7171
0.743,2.767,0.6405
0.859,2.175,0.6532
0.649,2.081,0.6288
0.955,1.304,0.5446
0.801,0.204,0.3706
0.78,0.536,0.5379
0.834,1.697,0.8395
0.85,2.09,0.688
0.629,1.369,0.4295
0.873,2.246,0.6229
0.697,1.661,0.6182
0.886,0.408,0.5148
0.929,0.738,0.5352
0.922,2.552,0.3534
0.821,2.23,0.6241
0.808,2.705,0.4741
0.657,0.529,0.2317
0.91,2.973,0.2359
0.709,0.786,0.3925
0.799,0.233,0.4454
0.714,2.993,0.5948
0.654,0.987,0.4058
0.852,2.07,0.7649
0.622,0.695,0.3112
0.899,1.825,0.6752
0.727,2.731,0.5627
0.6,1.097,0.3165
0.804,2.077,0.7899
0.619,0.726,0.2278
0.71,1.949,0.6013
0.883,1.142,0.7188
0.625,0.791,0.2215
0.936,1.077,0.5482
0.602,0.701,0.2094
0.699,2.725,0.562
0.896,1.312,0.6151
0.727,0.887,0.5558
0.641,1.456,0.5371
0.744,1.098,0.6109
0.708,2.284,0.7047
0.937,2.919,0.132
0.725,1.426,0.8213
0.916,2.611,0.3226
0.957,1.784,0.4937
0.774,0.64,0.4425
0.964,2.134,0.3775
0.751,1.638,0.8071
0.986,2.022,0.3598
0.636,2.691,0.5521
0.875,1.433,0.6936
0.798,2.723,0.5715
0.755,2.302,0.6772
0.853,1.568,0.8652
0.882,1.889,0.6445
0.602,1.112,0.3006
0.667,2.954,0.6135
0.885,2.069,0.5263
0.867,0.323,0.4694
0.986,1.115,0.5832
0.904,1.945,0.5331
0.98,0.358,0.5098
0.881,0.267,0.6273
0.719,1.46,0.6351
0.642,1.132,0.4225
0.913,1.427,0.6516
0.858,0.936,0.5381
0.619,0.661,0.2168
0.744,2.13,0.7397
0.983,1.641,0.4753
0.8,0.76,0.6614
0.773,1.095,0.6992
0.783,1.857,0.8493
0.684,0.402,0.2494
0.747,0.613,0.4127
0.748,0.405,0.3457
0.621,2.474,0.4937
0.907,2.307,0.5184
0.767,2.309,0.6006
0.929,2.206,0.4593
0.94,2.074,0.4429
0.685,1.536,0.6154
0.863,1.998,0.7553
0.789,0.307,0.4245
0.952,1.94,0.4925
0.686,2.378,0.6065
0.871,1.601,0.7391
0.843,1.201,0.8788
0.718,0.977,0.4894
0.655,2.0,0.6453
0.861,2.14,0.6763
0.895,2.639,0.3536
0.726,1.159,0.7283
0.858,2.355,0.4721
0.758,1.772,0.7762
0.885,2.672,0.3271
0.68,1.678,0.6436
0.956,1.649,0.4582
0.715,1.818,0.7374
0.747,2.298,0.6633
0.623,2.901,0.5805
0.645,0.406,0.2274
0.806,0.35,0.4675
0.707,2.825,0.4983
0.934,1.684,0.7052
0.606,1.922,0.4745
0.752,1.551,0.681
0.735,0.462,0.3634
0.608,2.351,0.4889
0.65,2.292,0.617
0.765,1.073,0.7151
0.797,1.057,0.7494
0.762,2.546,0.5789
0.812,0.403,0.4886
0.838,2.667,0.4602
0.604,0.919,0.2699
0.786,1.86,0.8557
0.985,2.821,0.1629
0.808,2.099,0.7668
0.871,1.36,0.7699
0.725,2.131,0.7369
0.91,1.163,0.6618
0.909,0.976,0.6464
0.809,2.991,0.4847
0.99,2.302,0.2451
0.65,2.005,0.53
0.607,1.195,0.2941
0.908,0.338,0.5667
0.923,0.287,0.4718
0.648,1.752,0.5749
0.706,2.334,0.6244
0.607,1.705,0.523
0.717,2.554,0.5602
0.909,0.294,0.5456
0.807,1.227,0.8442
0.739,0.864,0.6361
0.749,1.452,0.74
0.601,0.403,0.137
0.72,2.872,0.555
0.859,0.825,0.6659
0.99,2.782,0.1353
0.939,1.393,0.6504
0.609,2.959,0.5297
0.959,1.751,0.4656
0.913,2.806,0.3104
0.912,0.215,0.5781
0.783,2.295,0.7489
0.759,2.729,0.6054
0.721,0.591,0.4089
0.626,0.469,0.2557
0.691,1.389,0.5767
0.699,2.814,0.6045
0.794,1.719,0.927
0.899,1.677,0.7256
0.79,0.595,0.5468
0.623,0.202,0.1004
0.983,2.468,0.1688
0.977,0.445,0.6058
0.914,1.975,0.5003
0.997,2.761,0.1025
0.818,0.784,0.5765
0.985,2.063,0.3313
0.63,0.42,0.1834
0.746,1.891,0.784
0.69,0.659,0.349
0.678,2.261,0.6619
0.656,1.043,0.4125
0.849,1.497,0.756
0.913,1.878,0.5973
0.831,0.68,0.7024
0.659,2.277,0.6016
0.924,1.047,0.5945
0.854,2.055,0.6109
0.755,0.643,0.4982
0.87,2.127,0.639
0.704,0.559,0.3561
0.738,1.391,0.6559
0.967,0.892,0.5194
0.716,2.295,0.7204
0.788,0.934,0.7462
0.956,2.669,0.1966
0.883,2.697,0.4175
0.625,0.75,0.2069
0.659,1.919,0.657
0.603,0.446,0.1558
0.852,1.296,0.8179
0.779,2.197,0.6307
0.654,2.046,0.6139
0.983,1.949,0.3873
0.812,0.991,0.7544
0.697,1.258,0.6422
0.8,0.488,0.5194
0.872,2.213,0.5597
0.63,1.611,0.5329
0.71,2.185,0.658
0.923,0.897,0.5595
0.784,1.108,0.6904
0.819,1.136,0.6868
0.773,0.272,0.3875
0.618,1.155,0.4198
0.666,2.449,0.5928
0.778,2.712,0.51
0.684,1.651,0.6717
0.62,1.475,0.4044
0.937,0.286,0.5799
0.992,2.662,0.1665
0.917,0.236,0.5989
0.942,2.845,0.1419
0.697,1.57,0.6163
0.984,1.157,0.4436
0.679,2.788,0.5545
0.981,0.268,0.6721
0.998,1.828,0.3634
0.885,1.737,0.6693
0.992,0.814,0.6
0.828,1.401,0.8694
0.704,2.026,0.6697
0.775,2.236,0.7374
0.837,0.202,0.4289
0.629,2.823,0.6618
0.849,0.661,0.709
0.992,0.854,0.5781
0.676,0.938,0.3352
0.917,0.306,0.5333
0.963,0.545,0.6089
0.977,2.962,0.1035
0.984,1.083,0.5977
0.809,0.523,0.5657
0.991,0.5,0.556
0.903,2.214,0.5124
0.665,2.593,0.5322
0.791,0.919,0.6621
0.887,0.259,0.5097
0.699,0.825,0.517
0.856,0.358,0.6355
0.867,0.49,0.4893
0.665,1.408,0.4456
0.826,0.844,0.6479
0.909,1.645,0.5656
0.8,0.91,0.6771
0.605,2.834,0.6488
0.604,2.737,0.6739
0.743,1.787,0.7863
0.97,1.192,0.5306
0.691,1.267,0.4843
0.854,1.353,0.7775
0.689,2.237,0.6277
0.729,1.465,0.7624
0.939,2.599,0.2605
0.892,2.843,0.2989
0.638,1.141,0.3321
0.771,1.77,0.7036
0.612,0.466,0.1079
0.792,0.761,0.5304
0.865,1.358,0.7735
0.647,0.777,0.2948
0.716,2.654,0.548
0.759,0.643,0.4665
0.968,1.476,0.3524
0.997,1.896,0.4492
0.618,2.137,0.4875
0.904,1.273,0.645
0.749,2.633,0.5022
0.757,1.791,0.8478
0.902,1.431,0.6832
0.967,0.388,0.5482
0.98,1.501,0.467
0.831,2.498,0.6396
0.743,1.921,0.7565
0.915,2.53,0.362
0.7,1.583,0.6233
0.826,0.532,0.4579
0.743,0.238,0.3454
0.863,1.049,0.7207
0.696,2.154,0.7002
0.677,2.413,0.4804
0.967,1.028,0.4988
0.641,1.588,0.4836
0.802,1.379,0.822
0.688,1.349,0.5879
0.616,0.848,0.2696
0.614,0.582,0.2199
0.67,0.751,0.3184
0.947,0.355,0.6262
0.713,0.755,0.4874
0.98,0.226,0.6
0.833,1.956,0.8399
0.775,1.086,0.7955
0.832,2.925,0.4525
0.807,0.742,0.4627
0.904,1.168,0.7387
0.713,1.202,0.6653
0.741,0.224,0.4463
0.958,2.55,0.3343
0.979,0.29,0.6863
0.957,2.833,0.2388
0.768,2.698,0.6162
0.912,1.699,0.7238
0.791,1.722,0.846
0.799,2.031,0.6905
0.682,1.284,0.545
0.836,2.012,0.7557
0.674,0.325,0.2482
0.733,0.351,0.3033
0.942,1.48,0.4896
0.683,1.739,0.5982
0.628,2.686,0.6227
0.628,0.493,0.2786
0.976,2.503,0.2945
0.803,0.788,0.6821
0.764,1.303,0.7663
0.924,1.086,0.5279
0.934,1.32,0.5768
0.733,0.621,0.4454
0.877,1.61,0.7055
0.908,2.445,0.4184
0.862,1.436,0.7909
0.661,1.574,0.6028
0.95,2.577,0.2654
0.816,2.177,0.61
0.713,1.573,0.6796
0.77,0.922,0.649
0.615,2.678,0.6476
0.651,1.816,0.5359
0.906,0.819,0.6365
0.6,0.954,0.2911
0.767,2.449,0.6308
0.809,0.324,0.5238
0.622,2.978,0.5813
0.989,0.565,0.5544
0.69,2.429,0.601
0.722,1.305,0.646
0.722,1.578,0.7524
0.692,2.666,0.5381
0.601,1.356,0.3937
0.892,1.705,0.6757
0.987,0.338,0.619
0.69,0.207,0.2204
0.865,0.885,0.6426
0.897,2.106,0.5692
0.939,0.54,0.5854
0.769,0.519,0.4848
0.721,1.351,0.7735
0.73,2.014,0.6737
0.885,2.194,0.5613
0.927,0.7,0.5054
0.673,0.423,0.2865
0.748,2.833,0.4719
0.961,0.93,0.5517
0.923,2.589,0.316
0.994,2.618,0.1989
0.902,2.363,0.4332
0.757,0.673,0.4944
0.836,2.501,0.6177
0.864,2.354,0.5661
0.631,1.871,0.5025
0.818,1.144,0.751
0.884,0.935,0.7363
0.667,0.541,0.2791
0.912,1.627,0.5994
0.834,1.839,0.7542
0.981,1.206,0.4972
0.617,1.531,0.4216
0.706,1.218,0.547
0.841,1.995,0.6781
0.719,2.724,0.5211
0.886,0.659,0.6254
0.904,1.268,0.6481
0.641,0.594,0.2429
0.806,1.95,0.8538
0.804,2.241,0.7568
0.748,2.809,0.5191
0.973,0.981,0.5207
0.931,2.861,0.1941
0.879,0.377,0.581
0.886,1.888,0.6494
0.785,0.36,0.4363
0.968,2.703,0.1672
0.878,1.683,0.6828
0.892,2.074,0.6049
0.945,2.528,0.2398
0.71,0.621,0.4591
0.923,0.308,0.5383
0.678,2.661,0.567
0.738,1.082,0.5815
0.734,0.561,0.4383
0.991,1.512,0.4493
0.943,1.875,0.4999
0.88,0.287,0.6092
0.891,0.97,0.6609
0.825,0.292,0.4474
0.979,1.377,0.4718
0.799,2.706,0.5492
0.752,2.951,0.5672
0.665,1.984,0.6144
0.914,0.653,0.6198
0.894,2.736,0.3796
0.754,1.645,0.8719
0.61,0.63,0.1072
0.936,2.781,0.2837
0.605,2.321,0.5975
0.881,2.249,0.486
0.988,2.186,0.2707
0.775,0.761,0.5453
0.694,0.791,0.3974
0.882,2.127,0.5721
0.927,0.815,0.6049
0.819,1.428,0.8694
0.987,2.39,0.3149
0.621,2.395,0.5188
0.802,1.469,0.7927
0.887,2.418,0.541
0.945,2.548,0.3314
0.672,2.033,0.616
0.92,0.84,0.6246
0.821,0.967,0.7028
0.759,1.082,0.7169
0.653,0.527,0.2405
0.946,0.965,0.5937
0.663,0.787,0.2829
0.724,1.475,0.6853
0.716,2.744,0.5262
0.949,0.493,0.558
0.869,2.217,0.5486
0.919,2.124,0.4718
0.7,0.468,0.262
0.85,2.783,0.4459
0.829,1.792,0.8006
0.933,1.218,0.5179
0.962,2.318,0.2887
0.605,0.921,0.293
0.87,2.142,0.5946
0.621,0.311,0.1046
0.82,2.55,0.5471
0.715,1.455,0.7101
0.723,1.983,0.6435
0.741,0.819,0.5805
0.849,2.096,0.6451
0.734,2.362,0.6453
0.893,1.525,0.6937
0.762,1.93,0.7572
0.627,1.478,0.4108
0.914,2.703,0.304
0.714,1.594,0.7909
0.773,2.557,0.5215
0.874,2.444,0.58
0.733,1.349,0.7049
0.623,0.844,0.2903
0.75,1.337,0.6981
0.978,2.513,0.2042
0.857,0.837,0.6264
0.869,1.668,0.694
0.853,2.457,0.5233
0.68,1.19,0.5079
0.767,1.998,0.8658
0.9,0.888,0.5682
0.641,0.506,0.2326
0.711,2.424,0.6293
0.711,0.477,0.3085
0.773,0.96,0.7007
0.992,2.594,0.1743
0.627,1.17,0.2636
0.807,2.925,0.4761
0.672,2.943,0.5125
0.988,0.951,0.4911
0.645,0.315,0.22
0.761,2.174,0.7016
0.895,1.463,0.7382
0.882,0.482,0.6245
0.769,2.181,0.688
0.739,0.287,0.398
0.759,2.637,0.5329
0.706,0.588,0.5014
0.682,0.556,0.2931
0.793,0.692,0.6341
0.707,2.889,0.5885
0.715,2.141,0.6921
0.863,2.444,0.4859
0.987,1.313,0.4952
0.841,1.142,0.6422
0.631,0.857,0.32
0.63,1.546,0.4993
0.981,1.745,0.4474
0.719,1.969,0.5612
0.637,0.92,0.2767
0.84,2.856,0.3755
0.849,0.675,0.6202
0.859,2.904,0.3789
0.707,0.242,0.2773
0.606,1.547,0.4664
0.986,1.133,0.475
0.7,1.458,0.6828
0.87,1.798,0.7449
0.883,1.42,0.7416
0.844,1.362,0.7829
0.725,2.252,0.7583
0.708,2.12,0.6942
0.839,2.533,0.4796
0.946,0.9,0.5916
0.979,1.907,0.4454
0.642,1.839,0.5186
0.662,1.235,0.5468
0.978,1.561,0.5006
0.895,1.079,0.5468
0.953,0.597,0.5906
0.681,0.799,0.3851
0.835,0.495,0.5753
0.88,2.113,0.6526
0.872,2.05,0.6578
0.763,2.862,0.5932
0.606,2.243,0.5309
0.833,0.346,0.5395
0.701,2.676,0.6128
0.78,2.615,0.5612
0.983,1.441,0.5304
0.76,1.84,0.7667
0.936,2.933,0.1878
0.675,1.69,0.5469
0.869,2.735,0.4112
0.991,0.433,0.6158
0.641,0.735,0.353
0.603,1.434,0.445
0.773,1.837,0.7969
0.637,2.485,0.5119
0.899,2.967,0.2931
0.966,1.289,0.5951
0.774,0.333,0.469
0.703,2.443,0.6628
0.774,1.892,0.7909
0.889,0.756,0.5893
0.604,1.586,0.4012
0.836,2.278,0.6348
0.845,2.357,0.5848
0.855,1.599,0.793
0.697,1.055,0.5272
0.886,2.926,0.302
0.637,2.057,0.5148
0.68,1.343,0.6161
0.951,0.985,0.5785
0.895,2.247,0.5097
0.605,0.878,0.228
0.699,0.681,0.3407
0.686,1.684,0.7052
0.708,1.012,0.5774
0.699,1.961,0.5894
0.625,0.53,0.2429
0.784,2.034,0.8167
0.893,0.993,0.6593
0.843,0.201,0.5688
0.869,0.555,0.5867
0.632,2.814,0.5188
0.981,2.629,0.2239
0.935,0.854,0.6001
0.922,2.379,0.3752
0.929,1.904,0.561
0.973,2.919,0.0595
0.818,1.246,0.8417
0.68,2.108,0.5791
0.847,0.378,0.4772
0.897,1.309,0.6783
0.895,2.899,0.3195
0.809,1.709,0.8429
0.627,1.006,0.3072
0.748,0.537,0.4315
0.968,2.17,0.3038
0.834,2.006,0.7313
0.815,1.247,0.8467
0.708,2.863,0.5485
0.747,0.262,0.4102
0.958,1.05,0.638
0.867,2.779,0.3597
0.915,1.099,0.6228
0.782,0.906,0.7653
0.852,1.696,0.8525
0.699,2.507,0.512
0.882,0.489,0.5844
0.771,2.84,0.5076
0.777,2.426,0.6757
0.86,0.708,0.5764
0.975,2.194,0.2984
0.626,1.278,0.3792
0.93,1.326,0.5806
0.717,2.393,0.6682
0.778,2.896,0.4283
0.609,0.555,0.1508
0.72,1.378,0.6024
0.801,1.547,0.8915
0.622,1.254,0.4641
0.796,1.217,0.7653
0.971,0.346,0.5804
0.642,2.12,0.5871
0.906,1.421,0.7398
0.764,0.745,0.5852
0.862,2.485,0.4696
0.704,2.447,0.5269
0.664,1.562,0.5106
0.664,1.036,0.4443
0.628,1.987,0.5037
0.674,1.007,0.4675
0.866,0.861,0.625
0.953,2.245,0.3213
0.926,0.313,0.5079
0.874,0.465,0.6371
0.644,0.219,0.2041
0.716,0.628,0.5118
0.724,0.393,0.3892
0.7,2.988,0.523
0.806,1.009,0.7825
0.814,0.618,0.5719
0.743,0.875,0.5895
0.742,2.821,0.5327
0.931,1.656,0.4287
0.916,1.221,0.7193
0.723,2.645,0.6009
0.966,1.306,0.5549
0.981,1.138,0.5283
0.731,0.78,0.5234
0.742,1.258,0.6847
0.802,1.087,0.7735
0.976,2.096,0.2977
0.951,1.011,0.5845
0.641,1.816,0.5715
0.757,0.384,0.4102
0.821,0.736,0.6384
0.801,1.341,0.7649
0.678,2.823,0.5182
0.944,1.256,0.5944
0.871,2.059,0.682
0.935,0.914,0.4969
0.944,0.556,0.6018
0.899,0.364,0.5276
0.776,1.055,0.6977
0.844,0.641,0.5277
0.664,0.687,0.2872
0.869,2.33,0.5986
0.672,0.244,0.2197
0.878,1.762,0.6904
0.692,1.262,0.5775
0.647,1.618,0.557
0.666,1.776,0.6178
0.601,1.077,0.3078
0.887,1.026,0.7215
0.893,2.254,0.5713
0.806,2.64,0.5548
0.665,0.739,0.35
0.633,0.473,0.2379
0.608,2.714,0.6095
0.666,1.18,0.542
0.956,1.744,0.541
0.697,1.207,0.5301
0.742,0.552,0.3956
0.642,1.85,0.5135
0.689,1.67,0.6961
0.808,0.768,0.5458
0.843,1.465,0.8234
0.698,2.431,0.6249
0.623,1.853,0.5729
0.756,0.471,0.4568
0.694,1.734,0.5959
0.688,2.168,0.5823
0.984,2.42,0.1983
0.847,1.962,0.7067
0.823,0.627,0.5732
0.766,2.188,0.6584
0.772,2.097,0.8218
0.816,0.268,0.4057
